direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Слаботочные сети и связь,Периметральная охрана / охранное освещение,Системы безопасности,Периметральная охрана и охранное освещение,Заря,Заря / Импэкс-Групп,zarya-impeks,https://impeks-group.ru/catalog/ohrannoe-osveshenie/,assets/img/logos/vendors/zarya-impeks.png,https://impeks-group.ru/wp-content/uploads/2024/07/zarya_logo_3.png,logo_ready,high,official_impeks_product_logo_fix_20260703,Official product logo from the Impeks-Group site. Used for security lighting instead of the unreadable white-on-transparent company logo.
Слаботочные сети и связь,Периметральная охрана / охранное освещение,Системы безопасности,Периметральная охрана и охранное освещение,СОП Точка,СОП Точка / Импэкс-Групп,tochka-impeks,https://impeks-group.ru/catalog/ohrana-perimetra/tochka/,assets/img/logos/vendors/tochka-impeks.png,https://impeks-group.ru/wp-content/uploads/2024/07/tochka_logo_7.png,logo_ready,high,official_impeks_product_logo_fix_20260703,Official product logo from the Impeks-Group site. Used instead of the unreadable white-on-transparent company logo for perimeter security cards.
Слаботочные сети и связь,СКУД,Системы контроля и управления доступом,СКУД и запирающие устройства,Dormakaba,Dormakaba,dormakaba,https://www.dormakaba.com/ru-ru,assets/img/logos/partners/dormakaba.svg,https://www.dormakaba.com/ru-ru/icons/sprite-logos.svg#dk-logo-neutral,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные сети и связь,Системы контроля и управления доступом,Автоматическая выдача ключей,Системы автоматической выдачи ключей,KeyGuard,KeyGuard,keyguard,https://keyguard.ru/,assets/img/logos/vendors/keyguard.jpg,https://keyguard.ru/img/keyguard_logo_2.jpg,logo_ready,high,official_p1_vendor_hint_batch_20260703,Official KeyGuard product/manufacturer site logo; catalog hint covers automatic key issue systems.
Слаботочные сети и связь,Системы сбора и обработки информации,ССОИ,"ССОИ, программно-аппаратные комплексы",Бастион-3 / ЕС-Пром,Бастион-3 / ЕС-Пром,bastion-3-es-prom,https://www.trevog.net/,assets/img/logos/vendors/bastion-3-es-prom.png,https://www.trevog.net/upload/uf/0a7/o4xicna4nr4t2vcf9r7k1rhwybpz53sz/Bastion-3-logo_21051.png,logo_ready,high,official_p1_vendor_hint_batch_20260703,Official ЕС-Пром site publishes this Бастион-3 logo; catalog hint covers SSOI / software-hardware complexes.
Слаботочные сети и связь,Слаботочные сети и связь,Видеонаблюдение и сетевое оборудование,Активное оборудование ЛВС,Eltex,Eltex,eltex,https://eltex.ru/,assets/img/logos/vendors/eltex.svg,https://eltex.ru/images/logo.svg,logo_ready,high,official_site_asset,"Официальный синий SVG Eltex с прозрачным фоном, активное оборудование ЛВС, сетевое и телекоммуникационное оборудование."
Слаботочные сети и связь,Слаботочные сети и связь,Кабельные сети и ВОЛС,Волоконно-оптический кабель,Интегра Кабель,Интегра Кабель,integra-kabel,https://intg.ru/,assets/img/logos/vendors/integra-kabel.png,https://intg.ru/wp-content/uploads/2019/12/logo-integra-cable-systems.png,logo_ready,high,official_site_asset,"Волоконно-оптический кабель для грунта, канализации, труб, подвеса и объектных сетей связи."
Слаботочные сети и связь,Слаботочные сети и связь,Слаботочные сети и связь,"""Securika Moscow 2026""","ООО НПП ""МАГНИТО-КОНТАКТ""","ООО НПП ""МАГНИТО-КОНТАКТ""",ooo-npp-magnito-kontakt,https://m-kontakt.ru/,assets/img/logos/vendors/import-20260630/ooo-npp-magnito-kontakt.svg,https://m-kontakt.ru/images/logo_mk.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: ""Securika Moscow 2026"", row 16. Logo source: official site."
Слаботочные системы / аудио,Слаботочные системы / аудио,Слаботочные системы / аудио,Слаботочные системы / аудио,Ecler,Ecler,ecler,https://www.ecler.com/,assets/img/logos/partners/ecler.svg,https://www.ecler.com/_next/static/media/logo.884da08e.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные системы / видеонаблюдение,Слаботочные системы / видеонаблюдение,Слаботочные системы / видеонаблюдение,Слаботочные системы / видеонаблюдение,IDIS,IDIS,idis,https://www.idisglobal.com/,assets/img/logos/partners/idis.png,https://www.idisglobal.com/images/etc/ci/IDIS_C.I_v3.1.png,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные системы / корпоративная связь,Слаботочные системы / корпоративная связь,Слаботочные системы / корпоративная связь,Слаботочные системы / корпоративная связь,IVA,IVA,iva,https://iva.ru/ru/,assets/img/logos/partners/iva-readable.svg,https://iva.ru/assets/templates/main/assets/img/logo.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Слаботочные системы / электронная очередь,Слаботочные системы / электронная очередь,Слаботочные системы / электронная очередь,Слаботочные системы / электронная очередь,Альфаматика,Альфаматика,alfamatika,https://alphamatica.ru/aboutPage,assets/img/logos/partners/alphamatica.svg,https://alphamatica.ru/_next/static/media/LogoCompany.6ab5ef73.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Строительные материалы,Конструктивные решения,Металл,Муфты обжимные для арматуры,RECO,RECO,reco,https://recorus.ru/,assets/img/logos/vendors/reco.svg,https://static.tildacdn.com/tild6466-6537-4438-b832-393834666631/Logo_Reco.svg,logo_ready,high,codex_p1_metal_vendor_fill_20260703,Official RECO page is dedicated to compression rebar couplers and positions the company as a manufacturer. Official SVG logo is used as-is; mapped only to compression rebar couplers.
Строительные материалы,Конструктивные решения,Металл,Сетка,ЗМС,ЗМС,zms-setka,https://zms-setka.ru/,assets/img/logos/vendors/zms-setka.png,https://zms-setka.ru/assets/templates/zms/images/logo.png,logo_ready,medium,codex_p1_metal_vendor_fill_20260703,Official product page states welded reinforcing/road/masonry mesh from manufacturer ZMS. Official site logo is used as-is; mapped only to the mesh product group.
Строительные материалы,Конструктивные решения,Стены / кладочные материалы,Газобетонные блоки,Bonolit,Bonolit,bonolit,https://bonolit.ru/,assets/img/logos/vendors/bonolit.png,https://bonolit.ru/local/templates/bonolit2022/img/header-logo.png,logo_ready,high,codex_p2_masonry_vendor_fill_20260703,Official Bonolit site identifies the company as a gas concrete plant/manufacturer. Official header logo is used as-is and mapped only to aerated concrete blocks.
Строительные материалы,Конструктивные решения,Стены / кладочные материалы,Пеноблоки,Пеноблок.Ру,Пеноблок.Ру,penoblok-ru,https://www.penoblok.ru/,assets/img/logos/vendors/penoblok-ru.png,https://www.penoblok.ru/bitrix/templates/penoblok/img/logo.png,logo_ready,medium,codex_p2_masonry_vendor_fill_20260703,Official Penoblok.Ru site positions the company as a certified foam block manufacturer. Official site logo contains a tagline and is used as-is; mapped only to foam blocks.
Строительные смеси,Строительные смеси,Строительные смеси,Строительные смеси,Bergauf,Bergauf,bergauf,https://bergauf.ru/,assets/img/logos/partners/bergauf.svg,https://bergauf.ru/wp-content/themes/template/img/logo24.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Строительные смеси,Строительные смеси,Строительные смеси,Строительные смеси,GLIMS,GLIMS,glims,https://glims.ru/,assets/img/logos/partners/glims.svg,https://glims.ru/upload/CMax/810/hii4oej8qr16ik2759y0x0kr6tk5n0tl/logo_glims.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ТХ оборудование,Технологическое оборудование,Библиотечное оборудование / стеллажи,Библиотечное оборудование; Стеллажи,Ярус,Ярус,yarus,https://www.yarus.info/,assets/img/logos/vendors/yarus.svg,https://www.yarus.info/local/templates/yarus/img/logo.svg,logo_ready,high,official_p2_tx_storage_security_sport_20260703,"Official Ярус site title identifies production of shelving equipment, including library shelving."
ТХ оборудование,Технологическое оборудование,Досмотровое оборудование,Турникеты; СКУД; системы контроля доступа,PERCo,PERCo,perco,https://www.perco.ru/,assets/img/logos/vendors/perco.svg,https://www.perco.ru/images/2023/logo.svg,logo_ready,high,official_p2_tx_storage_security_sport_20260703,Official PERCo site identifies security systems and equipment; catalog contains turnstiles and access-control equipment.
ТХ оборудование,Технологическое оборудование,Досмотровое оборудование,Металлодетекторы; досмотровое оборудование; турникеты,БЛОКПОСТ,БЛОКПОСТ,blokpost,https://detektor-rf.ru/,assets/img/logos/vendors/blokpost.svg,https://detektor-rf.ru/local/templates/detector/assets/img/elements.svg#logo,logo_ready,high,official_p2_tx_storage_security_sport_20260703,Official БЛОКПОСТ site title identifies inspection equipment from the manufacturer; logo extracted from official SVG sprite.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Medical equipment,B. Braun,B. Braun,b-braun,https://www.bbraun.com/,assets/img/logos/vendors/medical-20260703/b-braun.svg,https://www.bbraun.com/content/dam/b-braun/master/website-6/en/00_home-and-miscellaneous/logo/bbraun-logo-full.svg,logo_ready,high,codex_medical_p1_vendors_20260703,Official B. Braun site describes it as a medical technology company; official SVG logo from bbraun.com. Mapped to infusion therapy and general medical equipment.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Медицинская визуализация и диагностика,FUJIFILM,FUJIFILM,fujifilm,https://www.fujifilm.com/us/en/healthcare,assets/img/logos/vendors/fujifilm.svg,https://www.fujifilm.com/us/themes/custom/fujifilm_com_g2/common/img/fujifilm_corporate_logo.svg,logo_ready,high,codex_medical_japan_vendors_20260702,Official SVG logo from Fujifilm site header; mapped to medical visualization and diagnostics.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Medical equipment,Mindray,Mindray,mindray,https://www.mindray.com/en,assets/img/logos/vendors/medical-20260703/mindray.png,https://www.mindray.com/content/dam/xpace/en/site/common/organization-logo.png,logo_ready,high,codex_medical_p1_vendors_20260703,"Official Mindray site title identifies the company as a medical technology and solutions supplier; logo source is official organization-logo.png from mindray.com. Mapped to monitoring, anesthesia/intensive care, infusion and visualization groups."
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Медицинская визуализация и диагностика,Olympus,Olympus,olympus,https://www.olympus-global.com/products/medical/,assets/img/logos/vendors/olympus.png,https://www.olympus-global.com/shared/images/ci-logo-01.png,logo_ready,high,codex_medical_japan_vendors_20260702,Official PNG corporate logo from olympus-global.com; medical product page is the verified source context.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Медицинская визуализация и диагностика,PENTAX Medical,PENTAX Medical,pentax-medical,https://www.pentaxmedical.com/en,assets/img/logos/vendors/pentax-medical.svg,https://www.pentaxmedical.com/logo.svg,logo_ready,high,codex_medical_japan_vendors_20260702,Official SVG logo from pentaxmedical.com. Pentax is treated as an alias; public vendor is PENTAX Medical to avoid duplicates.
ТХ оборудование,Технологическое оборудование,Медицинские газы и оборудование,Medical equipment,Philips,Philips,philips,https://www.philips.com/healthcare,assets/img/logos/vendors/medical-20260703/philips.svg,https://www.philips.com/c-etc/philips/clientlibs/foundation-general/clientlibs-css-rb2014/images/generic/philips-footer-logo.svg,logo_ready,high,codex_medical_p1_vendors_20260703,"Official Philips healthcare site and official Philips SVG logo from philips.com. Mapped conservatively to medical equipment, cardiology/emergency care, visualization/diagnostics."
ТХ оборудование,Технологическое оборудование,Оборудование столовой и пищеблока,Оборудование пищеблока; Оборудование столовой,Abat,Abat,abat,https://abat.ru/,assets/img/logos/vendors/abat.png,https://abat.ru/img/logo.png,logo_ready,high,codex_p2_lift_fire_foodservice_20260703,Official site title: manufacturer of professional kitchen equipment; logo from official /img/logo.png.
ТХ оборудование,Технологическое оборудование,Спортивное оборудование,Спортивное оборудование,Romana,Romana,romana,https://romana.pro/,assets/img/logos/vendors/romana.png,https://romana.pro/local/include/img/logo.png,logo_ready,high,official_p2_tx_storage_security_sport_20260703,Official Romana Pro site title identifies outdoor sports/playground equipment from the manufacturer.
ТХ оборудование,Технологическое оборудование,Стеллажи / гардероб / хозяйственное хранение,Стеллажи; Оборудование гардероба; Хозяйственное оборудование,ПРАКТИК,ПРАКТИК,praktik,https://practic.biz/,assets/img/logos/vendors/praktik.png,https://practic.biz/files/brands/logo_practic.jpg,logo_ready,high,official_p2_tx_storage_security_sport_20260703,"Official ПРАКТИК catalog contains shelving, locker/wardrobe systems and metal storage cabinets."
Теплоизоляция,Теплоизоляция,Теплоизоляция,Теплоизоляция,ROCKWOOL,ROCKWOOL,rockwool,https://rwl.ru/,assets/img/logos/partners/rockwool.svg,https://rwl.ru/local/templates/rockwool_v2/assets/images/logo/logo.svg?1752752399,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Технологическое оборудование,Комплектация,Мебель,Мебель (мягкая и офисная),Бюрократ,Бюрократ,byurokrat,https://buro.ru/,assets/img/logos/vendors/byurokrat.svg,https://static.buro.ru/img2023/logo.svg,logo_ready,high,official_p0_vendor_batch_20260703,Official Buro/Byurokrat site logo; catalog hint covers office furniture.
Технологическое оборудование,Комплектация,Мебель,Мебель (мягкая и офисная),КОМПАНИЯ ДОК-17,КОМПАНИЯ ДОК-17,kompaniya-dok-17,https://www.dok17.ru/,assets/img/logos/vendors/kompaniya-dok-17.jpg,https://www.dok17.ru/images/logotip.jpg,logo_ready,high,official_p0_vendor_batch_20260703,Official company site logo; catalog hint covers office and soft furniture.
Технологическое оборудование,Комплектация,Промышленная мебель,Промышленная мебель,GEFESD,GEFESD,gefesd,https://gefesd.ru/,assets/img/logos/vendors/gefesd.png,https://gefesd.ru/local/templates/gefesd/assets/images/logo.png,logo_ready,high,official_p0_vendor_batch_20260703,Official GEFESD site logo; catalog hint covers industrial furniture.
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,лаборатор оборуд,Аналитика,Аналитика,analitika,https://analytica-lab.ru,assets/img/logos/vendors/import-20260630/analitika.png,https://analytica-lab.ru/local/templates/analytics/frontend/img/images/footer_logotype.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: лаборатор оборуд , row 13. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",БЕЛАНД,БЕЛАНД,beland,https://beland.ru,assets/img/logos/vendors/import-20260630/beland.png,https://beland.ru/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 53. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ГК «МОДУЛЬ»,ГК «МОДУЛЬ»,gk-modul,https://cleanmodule.ru,assets/img/logos/vendors/import-20260630/gk-modul.svg,https://cleanmodule.ru/wp-content/themes/module/images/logos/logo_module.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 52. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",Компания РЕАТОРГ,Компания РЕАТОРГ,kompaniya-reatorg,https://reatorg.ru,assets/img/logos/vendors/import-20260630/kompaniya-reatorg.png,https://www.reatorg.ru/local/templates/reatorg_new/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 54. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ОАО ИНТЕГРАЛ,ОАО ИНТЕГРАЛ,oao-integral,https://integralspb.ru,assets/img/logos/vendors/import-20260630/oao-integral.svg,https://integralspb.ru/local/templates/site/images/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 62. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,лаборатор оборуд,"ООО ""Алкор Био""","ООО ""Алкор Био""",ooo-alkor-bio,https://alkorbio.ru,assets/img/logos/vendors/import-20260630/ooo-alkor-bio.png,https://www.alkorbio.ru/local/templates/alkorbio/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: лаборатор оборуд , row 23. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ООО «ПОДОЛЬСКИЙ ЗАВОД СТЕНОВЫХ И ПОТОЛОЧНЫХ ПАНЕЛЕЙ»,ООО «ПОДОЛЬСКИЙ ЗАВОД СТЕНОВЫХ И ПОТОЛОЧНЫХ ПАНЕЛЕЙ»,ooo-podolskiy-zavod-stenovyh-i-potolochnyh-paneley,https://gipsometal.ru,assets/img/logos/vendors/import-20260630/ooo-podolskiy-zavod-stenovyh-i-potolochnyh-paneley.png,https://gipsometal.ru/bitrix/templates/base/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 6. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",ООО ЭНЕРГОЛАБ,ООО ЭНЕРГОЛАБ,ooo-energolab,https://energolab.com,assets/img/logos/vendors/import-20260630/ooo-energolab.svg,https://energolab.com/local/templates/main_global/assets/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 25. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,Комплексы чистых помещений,Производственное объединение АМС-МЗМО «Асептические Медицинские Системы» и «Миасский Завод Медицинского Оборудования»,Производственное объединение АМС-МЗМО «Асептические Медицинские Системы» и «Миасский Завод Медицинского Оборудования»,proizvodstvennoe-obedinenie-ams-mzmo-asepticheskie-meditsinskie-sistemy-i-miasskiy-zavod-meditsinskogo-oborudovaniya,https://laminar.ru,assets/img/logos/vendors/import-20260630/proizvodstvennoe-obedinenie-ams-mzmo-asepticheskie-meditsinskie-sistemy-i-miasskiy-zavod-meditsinskogo-oborudovaniya.png,https://www.laminar.ru/local/templates/laminar/asset/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Комплексы чистых помещений , row 3. Logo source: official site."
Технологическое оборудование,Технологическое оборудование,Технологическое оборудование,"Медицина, госпиталя",Центр Комплектации Оборудованием,Центр Комплектации Оборудованием,tsentr-komplektatsii-oborudovaniem,https://aec-profi.ru,assets/img/logos/vendors/import-20260630/tsentr-komplektatsii-oborudovaniem.png,https://aec-profi.ru/template_view/img_new/aec_mobyle.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Медицина, госпиталя, row 45. Logo source: official site."
Умное освещение / IIoT,Умное освещение / IIoT,Умное освещение / IIoT,Умное освещение / IIoT,AMBIOT,AMBIOT,ambiot,https://ambiot.io/,assets/img/logos/partners/ambiot.svg,https://static.tildacdn.com/tild3866-3766-4535-b033-323763323063/__Header.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Световые приборы,Светотехника,Светотехника,FERON,FERON,feron,https://feron.ru/korporativnyy-stil/,assets/img/logos/partners/feron.png,https://feron.ru/korporativnyy-stil/Feron.rar,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Световые приборы,Светотехника,Светотехника,GAUSS,GAUSS,gauss,https://gauss.ru/,assets/img/logos/partners/gauss.svg,https://academy.gauss.ru/,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Световые приборы,Светотехника,Светотехника,JazzWay,JazzWay,jazzway,https://www.jazz-way.com/,assets/img/logos/partners/jazzway.svg,https://www.jazz-way.com/images/logo-jazz.svg,logo_ready,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ЭОМ,Трансформаторные и распределительные подстанции,"БКТП, БРП, ВРУ","БКТП, БРП, ВРУ",ЗЭТО,ЗЭТО,zeto,https://zeto.ru/,assets/img/logos/vendors/zeto.svg,https://zeto.ru/wp-content/uploads/2021/09/logo.svg,logo_ready,high,official_p0_vendor_batch_20260703,Official ZETO site logo; catalog hint covers BКTP/BRP/VRU group.
ЭОМ,Трансформаторные и распределительные подстанции,"БКТП, БРП, ВРУ","БКТП, БРП, ВРУ",ЧЭАЗ,ЧЭАЗ,cheaz,https://www.cheaz.ru/,assets/img/logos/vendors/cheaz.svg,https://www.cheaz.ru/assets/images/logo_ru.svg,logo_ready,high,official_p0_vendor_batch_20260703,Official CHEAZ logo from official site; catalog hint covers BКTP/BRP/VRU group.
ЭОМ,Трансформаторные и распределительные подстанции,"БКТП, БРП, ВРУ","БКТП, БРП, ВРУ",ЭЗОИС,ЭЗОИС,ezois,https://www.ezois.ru/,assets/img/logos/vendors/ezois.png,https://www.ezois.ru/local/templates/ezois_2019/images/logo_ezois_grun.png,logo_ready,high,official_p0_vendor_batch_20260703,Official EZOIS site logo; catalog hint covers BКTP/BRP/VRU group.
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,LC КАБЕЛЬ,LC КАБЕЛЬ,lc-kabel,https://lc-cable.ru,assets/img/logos/vendors/import-20260630/lc-kabel.png,https://lc-cable.ru/wp-content/uploads/elementor/thumbs/logo_208-qvpfskdo15p1nsyvfyog12jf971ncjtx19qc7e8r7k.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 20. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,АМИРА,АМИРА,amira,https://www.amira.ru,assets/img/logos/vendors/import-20260630/amira.svg,https://www.amira.ru/wp-content/themes/amira/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 31. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,строит. инструм,АО «ЗАВОД «ФИОЛЕНТ»,АО «ЗАВОД «ФИОЛЕНТ»,ao-zavod-fiolent,https://zdphiolent.ru,assets/img/logos/vendors/import-20260630/ao-zavod-fiolent.png,https://zdphiolent.ru/wp-content/uploads/2025/12/logo-300x88.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: строит. инструм, row 33. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Безгалогенные огнестойкие комупады,Безгалогенные огнестойкие комупады,bezgalogennye-ognestoykie-komupady,https://l-compaund.ru,assets/img/logos/vendors/import-20260630/bezgalogennye-ognestoykie-komupady.png,https://l-compaund.ru/images/2024/04/02/logo_new.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 57. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Светильники,Завод светотехники ГУД ЛАЙТ,Завод светотехники ГУД ЛАЙТ,zavod-svetotehniki-gud-layt,https://goodlight.ru,assets/img/logos/vendors/import-20260630/zavod-svetotehniki-gud-layt.jpg,http://www.goodlight.ru/bitrix/templates/goodlight/images/header/ru/logo.jpg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Светильники, row 11. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Кабельные заводы,Кабельные заводы,kabelnye-zavody,https://zvetlit.ru,assets/img/logos/vendors/import-20260630/kabelnye-zavody.png,https://zvetlit.ru/images/logo_13.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 19. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,НПО Экосистема,НПО Экосистема,npo-ekosistema,https://eco-systema.com,assets/img/logos/vendors/import-20260630/npo-ekosistema.png,https://eco-systema.com/_assets/img/official/logo-npo-new.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 37. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Опоры освещения,"ООО ""ЗАВОД УРАЛДОРСВЕТ""","ООО ""ЗАВОД УРАЛДОРСВЕТ""",ooo-zavod-uraldorsvet,https://zavod-uraldorsvet.ru,assets/img/logos/vendors/import-20260630/ooo-zavod-uraldorsvet.png,https://zavod-uraldorsvet.ru/local/templates/zu/images/uraldorzavod_logo_white.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Опоры освещения, row 9. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электро 2025,ООО «Научно Производственное Предприятие ЭЛМА ЭЛЕКТРОНИКС»,ООО «Научно Производственное Предприятие ЭЛМА ЭЛЕКТРОНИКС»,ooo-nauchno-proizvodstvennoe-predpriyatie-elma-elektroniks,https://elma-rus.ru/,assets/img/logos/vendors/import-20260630/ooo-nauchno-proizvodstvennoe-predpriyatie-elma-elektroniks.png,https://elma-rus.ru/tpl/img/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электро 2025, row 26. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Изоляция,ООО«СИБПРОМ»,ООО«СИБПРОМ»,ooo-sibprom,https://termokom.com,assets/img/logos/vendors/import-20260630/ooo-sibprom.svg,https://termokom.com/wp-content/uploads/2022/10/termologofav.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Изоляция , row 8. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Оборудование для сварки. Трансформаторы,Оборудование для сварки. Трансформаторы,oborudovanie-dlya-svarki-transformatory,https://tehnosvar.ru,assets/img/logos/vendors/import-20260630/oborudovanie-dlya-svarki-transformatory.svg,https://tehnosvar.ru/media/configs/2024/01/tehnosvar-logotip-s-tekstom-sinij-1.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 58. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Российская строительная неделя,Опытно-конструкторское предприятие «ЭЛКА-КАБЕЛЬ»,Опытно-конструкторское предприятие «ЭЛКА-КАБЕЛЬ»,opytno-konstruktorskoe-predpriyatie-elka-kabel,https://www.elkacable.ru,assets/img/logos/vendors/import-20260630/opytno-konstruktorskoe-predpriyatie-elka-kabel.png,https://elkacable.ru/assets/images/logo.png,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Российская строительная неделя, row 8. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Электрика,Производители сип арматуры,Производители сип арматуры,proizvoditeli-sip-armatury,https://psk-si.ru,assets/img/logos/vendors/import-20260630/proizvoditeli-sip-armatury.svg,https://psk-si.ru/img/logo_white_plr.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Электрика, row 59. Logo source: official site."
ЭОМ,ЭОМ,ЭОМ,Светильники,Производственно-торговая компания «ВСЕСВЕТОДИОДЫ» на Рябиновой улице,Производственно-торговая компания «ВСЕСВЕТОДИОДЫ» на Рябиновой улице,proizvodstvenno-torgovaya-kompaniya-vsesvetodiody-na-ryabinovoy-ulitse,https://vsesvetodiody.ru,assets/img/logos/vendors/import-20260630/proizvodstvenno-torgovaya-kompaniya-vsesvetodiody-na-ryabinovoy-ulitse.svg,https://vsesvetodiody.ru/local/templates/vsesvetodiody/img/logo.svg,logo_ready,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Светильники, row 18. Logo source: official site."
